genre_name,playlist_name,spotify_id
vintage jazz,Vintage Jazz Sounds,37i9dQZF1DXd7FllUzTV8T
kannada hip hop,KANNADA HIP HOP,1RIsipoOLrhl2msW1FiFFr
polish old school hip hop,Old School Polish Hip-Hop,2pZ3CiHPa7vT9r6RBv1hRn
kingston on indie,indie pop of my undergrad dayz,6hWax61EqfXkR7K955U5qE
christelijk,Christelijke kinderliedjes,3beFBaUeR8o4Bwrf17leuh
dakke dak,Dakke dak / fest (ja tjak)!!!,5Z2UzLNBbURgMFBMZob8Kk
flamenco guitar,Flamenco (Guitarra),4DROKAhP0tlt9hdMj6wuTg
mashup,Mashups that should be illegal,0YwDXqBTLrFErusDCpUvTY
norske viser,Norske viser,37i9dQZF1DWXBG5kM768S1
folclore santiagueno,Folclore Santiagueño 🎸🎻,28sgNIVoLSVTWobeikvhJD
paisley underground,Paisley Underground Essentials,1lhGDNcOql6dsPzAlsxuRN
raw techno,RAW TECHNO,378V7kGvzYTx0LpVBicdV5
anime latino,Anime latino,2fnaRVPTGzwIIe3EituU1j
north carolina indie,The 2000s Indie Scene,37i9dQZF1DX9LbdoYID5v7
musica llanera,MUSICA LLANERA SOLO EXITOS,4H0bOspsz83jrIjCDUxciQ
instrumental math rock,Instrumental Math Rock,3nFakQPyuLhB3YOfz7A8QA
palestinian hip hop,Palestinian Rap & Hip Hop,56oHzXrNUC92YzwNXqEJvt
swedish progressive metal,Swedish Progressive Metal,5tjtjlrJK25r9y7cpob3t2
dream trance,Dream Trance 2023 ,72lZAH1dARByx8NlAcBKQr
elektropunk,Elektropunk bis zum Kabelbrand,7rDpvGcj11QWfUaAnneXZ4
tallava,TALLAVA mix🇦🇱,1bMaXwPFn40aXwQGk9fVWL
melodic groove metal,MelodicDeath/Black/Folk/Groove - Metal,1Lz1TL8DctQbW52kVvXRjk
japanese folk,Japanese Folk Music,5vYGXTqQPXOnlGlU3dBNGo
huapango,"🇲🇽Huapangos, Wepas, Zapateado🇲🇽",6F7rvvpWxNlX747pbb5eS7
drill brasileiro,Drill Brasileiro,6KLJUsbuVu7J1Tb33m8ZGl
dmv rap,Verzuz: DMX vs. Snoop Dogg,37i9dQZF1DWWRXMz4qu8Iy
atmospheric black metal,Atmospheric Black Metal,2F8BVYx9ECaVgogOk34MkV
musica popular mineira,MÚSICA POPULAR MINEIRA ,4QTUkNEtsfZQ6PmREM3nzh
experimental vocal,Vocal Ambient,3jRI5czKlrm0HMmH4EFRSm
hokkaido indie,HOKKAIDO ROCK,39dzcIEdJ40bhzRgkXH86k
deathrash,Brutal Thrash/Deathrash,0rbx8zXI0etkZXzsSa8m4W
copla,Coplas - La edad de oro de la copla,5jRQPWZt2AWrq1LHF1iWZ2
american contemporary classical,❤️🧡❤️🧡❤️,4hdE7BxxwIEDwh8lRN8gLQ
kundalini,Kundalini Awakening,2EZ4Y9uRMnR6WQcWgFrTDu
aggrotech,Aggrotech,7IYPFUgJTbLNgFfwOjcjeT
indonesian blues,Indonesian Blues,3WY05CrbqSq62mVamnFwfh
arkansas hip hop,Outlaw ,37i9dQZF1DWTCIleLirYKm
viet lo-fi,Viet RnB,2l4mgU8f6hIJdl3nw6DzTq
touhou,Touhou Project | 東方Project | Playlist,6G78HbtY90psDF1gt9D9Kq
collage pop,Collage & Pop,625sFCJLawH2wp9MzTufrL
christian punk,Christian Punk Rock,3wZn1WTjtNyYtNID0clXWy
fidget house,Fidget House,6mIGaqh7YweiaBMiSm7Nun
sung poetry,Celtic Folk Songs,1H3v1zoVOH3mbYlIwHLBk9
pittsburgh indie,Pittsburgh Indie,3bHROgTxhHazGaKYSdXTV7
electro-industrial,indelectro,37i9dQZF1DX7xNd2fNATsx
rock piauiense,Rock Piauiense,47SueZWz1W4232gnYYVa7m
instrumental bluegrass,Instrumental Bluegrass,37i9dQZF1DXby9Yl80gEWW
pakistani folk,Pakistani Folk Music Collection,1CCKCibUPlBortnEH76QVr
azeri traditional,The Sound of Azeri Traditional,71YD8cHaPdQFArdFt4J2Uk
japanese ska,Skatepark Punks,37i9dQZF1DX3MU5XUozve7
cuban alternative,The Sound of Cuban Alternative,4yHRpNzpFRWeKS0WinqHtW
christian uplift,Uplifting Christian music,1cSoMLASluOC5jN7aLpWAi
russian viral pop,Viral Latino,37i9dQZF1DX5y71ufjoyXC
boogaloo,Boogaloo Essentials,37i9dQZF1DWYS4jYoOYXiN
batak,Batak Hits 2022 🔴⚫️⚪️,4B79GIayL8EgekFcangsXO
modern uplift,Modern Gospel Worship 2023,0mSdgmgU4zRSTyeLk92kUH
melbourne indie,Melbourne Indie Voices - Songs We Sing,1YfgKbLem4d8AUqQcCuM46
twee pop,Twee,37i9dQZF1DWUhWIpUC7Aq1
chinese electropop,最Hit華語榜,37i9dQZF1DWWqC43bGTcPc
trova mexicana,TROVA MEXICANA,6GhwPxnmSkWgkJZ7Kbi1wV
enka,ENKAYs Hottest Hits 🔥,5ziwEqOT8A5sMPzIQbHE6P
poezja spiewana,Poezja Śpiewana,4wLTg8Yko6lj6pMCDPj3BP
turkce remix,Türkçe Remix 2023 - Remix Hits,2BNm2gH81tU7lRJaKzG2AM
speed garage,New UK Garage,37i9dQZF1DX6MNYaY0PcFh
electro dub,Electro Dubstep 200%,2P7i6hMZD6JQxwRr0uBm6d
australian metal,AUSTRALIAN METALCORE / HEAVY,2L5GlAfMwiThyboKhAJmGb
irish metal,Irish Metal,4KIW1WDmncmvDc2XbDkKHD
rumba congolaise,Rumba congolaise 🇨🇩,5gn2c7mPrvs9UfcKVGOuZp
oriental metal,Oriental Metal,2FTVKdeN9eq0uoUiqtVEif
latin house,LATIN HOUSE 2023 🌴,3SNfog31nXDnR10wUoeger
riddim dubstep,Riddim Dubstep,6uvuY4YGiVKweN8RKWQqzX
reading indie,Indie for reading,19kVmW0YWh9bbVkjICB6Ev
german jazz,French Jazz Café,37i9dQZF1DXbehaqJzJXqw
ndombolo,NDOMBOLO MIXTAPE💃🏽🔥🕺🏾,1JfWzVl6X44m7nuX5EXgNA
italian power metal,Italian Power metal,6RWMGC797k3HRLp0O7DPq7
italian metal,Italian Metal,4Wn3qRIzV4hG9IKLSlV0Gm
turntablism,"Turntablism, Scratch, Beats, DJ",3BZnNSGsj1kmhQkS4HFyGr
neo-traditional country,Neo-Traditional Country,2eJJWXCIEWwGLatVUrfzRd
garhwali pop,Yo Hai Haryanvi!,37i9dQZF1DX9Krr8X2VTME
asheville indie,Indigo,37i9dQZF1DWUgBy0IJPlHq
classical piano,Classical Piano,37i9dQZF1DWUqIzZNMSCv3
kurdish hip hop,Kurdish Hip-hop,3F8UFgQIcAJbteWSsw9keT
modern jazz trio,All Trio Jazz,2slEhYPq7a91chGAtBNKwc
alternative pop,ALT NOW,37i9dQZF1DWVqJMsgEN0F4
slovenian indie,Desi Indie ,37i9dQZF1DX9Kz7jBbxgYQ
bristol indie,The Sound of Bristol Indie,6i6Y1J0QeCy1nnBL59MShA
swedish metalcore,The Sound of Swedish Metalcore,73wlrju5qMPbYENDR1CW92
viral afropop,"AFRO BEATS 2023: Best of Afrobeat, Dancehall & Afropop",49LBaTVZkwr8g69zMmf7J7
musica nayarita,Música Nayarita,48iB5Gx7tjdQIlQrhdihg3
kwaito,Kwaito - Best Hits,5JQE4lrzYuIM8ZvHlPtEw9
serbian hip hop,Serbian Hip Hop / Rap / RnB,38WrmEli5aT8rtdqtmMA79
rap maromba,RAP Maromba Só as FIBRA,1ez2VExc0tiZo3YSFz9TQb
bolobedu house,Bolobedu House Music,16LoKDUXcpqRfZmCEakfG8
brazilian house,House Brasil,37i9dQZF1DWUUpbL2j5aTT
beach house,Beach House | Summer Vibes 2023,2tkXRn8Rp2L5yGcrCcFhXo
channel islands indie,Channel-X,37i9dQZF1DX4y8h9WqDPAE
cape town indie,This Is CAPTOWN,37i9dQZF1DZ06evO4hto88
early synthpop,"New Wave / Synthpop / Early Alternative - 80s, late 70s, early 90s",3fJpQb0kLx14XkJEXbcKUx
rap italiano old school,Rap Italiano: Old School,18FoR0FPdEZuoZgEtWlHle
new england americana,New England Folk,4z5uO2Z1Mbev3070b2S4GC
indonesian indie rock,Indonesian Ethereal Pop-Rock ✨,6MbpBwNPMbXjc5mSV7BUZ9
oceania soundtrack,Oceanía Soundtrack,10i5AzzMqhh8ZtNWNzi47o
bluegrass gospel,Bluegrass Gospel and Hymns,6AbdNDQjSifmtzFRnqmw0q
chopped and screwed,Chopped and Screwed,5dfuvc8lMEKhyEEm0n3UzV
classic portuguese pop,Êxitos Populares Portugueses,5bhFnMOExOaUOxKXNtiPNM
bozlak,BOZLAK  ,2bcrNrdMk4CRuSOGutYnEV
cumbia uruguaya,CUMBIA URUGUAYA MIX 2023,7hz0idI6pkxSVhfYR35Ckm
lo-fi brasileiro,"Latin Lofi Beats - Jazzhop, bossa, brazilian lofi, jazzy lo-fi, brasileiro",5AG0UQzIkLLlERaRJRS3RE
japanese jazz,Modern Jazz Japan,37i9dQZF1DWWGewPG5S5oE
classic bangla pop,Bangla Pop,37i9dQZF1DWUu7pG6LwPJc
reggae catala,"MÚSICA DE FESTA MAJOR 🎉 Cançons per ballar: Ska català, Reggae Català, Pop Rock Català, Trap Catal",3pjrTLxR2Ochmss5AfSyul
power-pop punk,Power Pop/Punk Oldies,3glZFmhRvNEDNKfwLgv6cj
jamaican ska,Original Jamaican Ska,0PoS8pRVBh6VJGvj9ZMLAq
scottish metal,Scottish Metal,7hyVlNbmQGx2ebJoSSoXLW
danseband,Danseband,2149T0LYHSgv80zZRiN3vp
desert blues,Desert blues,1mfprQwtUAAOphdr2ODFvQ
nyhc,NYHC,3sFkfiq6V0dVvMhG6qyH7e
classic venezuelan pop,"salsa, merengue, venezuelan classics, pop, y todo lo que se parezca",1IKhrdhEDlOI6GOVGJn1Xy
cuban rumba,rumba cubana,4EuyjX4H9siGRanFm3pdwu
chanson virale,Viral 50 - USA,37i9dQZEVXbKuaTI1Z1Afx
horrorcore,Horrorcore/Dark Rap,1p38zNd49RytiTwJT3IZp4
indie dream pop,Indie Dream Pop/Bedroom Pop/Jangle Pop,0qhqhPruOfWaq4wMitaZ7Y
modern ska punk,Ska-punk moderno,2YB9IlYaCfm2J48EhTcAdQ
corridos cristianos,Corridos Cristianos,2tOJSW8HXig81HigbFEWY7
progressive trance house,Trance Classics,37i9dQZF1DXbtYAdenGE9U
gaian doom,The Sound of Gaian Doom,3YZfaVLmvcxIAgRH3asbhw
ulkucu sarkilar,Ülkücü şarkıları,4Rtze05zv8oEJ6eLbIkNRy
trinibad,TRINIBAD🇹🇹,6Jq0QdwB0vk7VPcIqpo4pr
downtempo bass,Downtempo Bass,7cQ8bqj7zj9cnxQvFjmMtL
symphonic power metal,Power Metal / Symphonic 300+,54Y6X2tQZrk3qcNTvoySeh
dc hardcore,DC Hardcore,6lsIfycHpgyuCzHwA51Q0q
kawaii edm,Kawaii EDM,4pAtr4fdNxPAp3bx2hRKqr
japanese shoegaze,Japanese Shoegaze,2uiYiQFpynkWCpIXcBGir9
hel,i’m on aux at a party,67wqv974wApPdKipmNcImY
classic progressive house,Progressive House Classics,7cCtKTB7RALbzuQxz9Sf41
kenyan pop,Top Tracks of 2022 Kenya,37i9dQZF1DWUXSVcZljKtz
american modern classical,The Sound of American Modern Classical,7tNbjeC7or10a1G9GPSvbN
nu age,Age Ain't Nothing But a Number,3RTl3d0Q9V0G30Se858bH6
rai algerien,Rai Algérien 🇩🇿,3E9P4xXka5hrnsWqs7npYB
british modern classical,Classically British,37i9dQZF1DWVCndJIeGywh
odia pop,Hit Odia Bhajana,7gL9jvm67CIPxjr9q60nwx
musica campechana,Música Campechana,5LQAFjU7xyhGauxD5kqDol
japanese chill rap,Tokyo Super Hits! ,37i9dQZF1DXafb0IuPwJyF
nasyid,Nasyid tanpa musik,35pYtLDEP4Sp4VRqwe3tcs
sevdah,SEVDAH,658KDWUyGPCN6VUCwcGIc9
american post-rock,Rock en Español y Post Punk Latino Americano,7nZUJhrMAidYvEPkJ2VToj
jirai kei,Jirai kei/ landmine girl 地雷ちゃん,3kMFRbnfsg9D4PtD6LGBvs
drone metal,DRONE METAL,2iUv55aYrDC7hBO8Kd2zaP
doujin,Doujin Music/ Artcore /Experimental,61lVxkNztHKgnGlc4poA7L
western americana,Country Western Playlist,4Meyz9q0KYFzqHIyYsTWLX
russian reggae,Russian Reggae 2023 ☮️,1xjnTNLk4mg9dYRIiOvg5a
musica oaxaquena,Música Oaxaqueña 🇲🇽,5xq24kwgzFUmDfI8H4ZiqO
acid jazz,Acid Jazz,37i9dQZF1DWXHghfFFOaS6
pop peruano,Pop peruano 🇵🇪,3ydSz7FduacNE6S7zoAL84
thai folk,Thai Folk,6oGG948RnDhvb7nDs1FIF7
louisville indie,The Sound of Louisville Indie,1W0VdiGxj7w2zd5RVl0rvV
ukrainian electronic,Ukrainian Electronic / Українська Електронна Музика,28V5zh37ErQiSje46zYYGv
sudanese pop,Sudan Sounds,37i9dQZF1DX15iTqq2X8NE
neue volksmusik,Neue Volksmusik,0kSGQALQnHvLAx3hrzz3HG
london indie,chill indie,1x8j8Qqs8aTV9EqAzmVxki
french indie folk,French Indie Folk,70MABkNhpnd7t9eT4NH2Nk
blackgaze,The Sound of Blackgaze,0tb4mctI0W8DgwlQzPx2Hd
michigan indie,Michigander Indie Alternative 🤘🏻🌽,2E8DzPFbi3FITf3jvnNFvG
musica juiz-forana,This Is Juice WRLD,37i9dQZF1DZ06evO2O09Hg
peruvian indie,🎧Q'pop Peru 🇵🇪 Quechua Pop 🤩🏔️🍃,6rxzYXZmtLpXbEEiUh3rYZ
swedish heavy metal,"Folk Metal (Viking, Pagan, Heathen, Norse, Pirate, Asatru, Mythology, Gods, Medieval, Midgard, Heavy, Dark, Celtic, Irish, German, Swedish, Danish, Finnish",4q91IJAnnO2IqpsAMXg6hM
latincore,LatinCore,1H7sjL0DCPwFitibSIWU9B
handpan,Handpan Chill Out,28ppzdcB5eCLUZvTudxf8P
huayno peruano,PRODISAR Y SUS EXITOS: HUAYNO PERUANO MIX SOLO LO MEJOR 🟢✔,5wEuNRvBfsIEWzgsPScMks
belgian techno,Techno Bunker,37i9dQZF1DX6J5NfMJS675
german boom bap,GERMAN BOOM BAP.,43iQOi4JLnQLRIko8uOU1z
french movie tunes,If I was in a Wes Anderson movie,3eBGcFwlp6IhgoTLjyruKS
norwegian classical,Norwegian Classical,2afqQJyYnNZK328KHczNHJ
queer country,queer country,146g2jsXmPVEPjhc85ROcM
drift,Drift 🏎️🔥🇯🇲,3zJIGboq4muiI9XfiSMUjQ
popgaze,The Sound of Popgaze,30FpFGBFN7Jlu4ElSv5vTE
brass band,New Orleans Brass,37i9dQZF1DXbLsFIeybF20
german ccm,C&A,29Z86H11PdDOjqrbAZCRga
zouglou,ZOUGLOU 🇨🇮,5vcG3KEYxuc1QnpoE1k51W
early reggae,Early Reggae & Rocksteady,2RAwUth8HM49PfMw12gNki
thai viral pop,Viral Hits Thailand,37i9dQZF1DX812gZSD3Ky1
japanese math rock,Japanese Math Rock,1XfO3NSQZo1m6l574HO6dk
brazilian classical,Brazilian Classical Guitar ,0Gkzl35ifgnJa3AQAbNeUJ
florida death metal,FLORIDA DEATH METAL,414tQFIOlkuMJEfmKEHA3Y
carimbo,carimbó 🌹,1TNFghQ7hXd6QQTuOcjmqE
medieval folk,Medieval Folk: Hurdy Gurdy Madness,31UG2ETbdcz9FRfglTLlih
funky tech house,Funky Tech House by Lumix,6BOWgIc2CS5S89xUUJJ6pS
olympia wa indie,EQUAL Indie,37i9dQZF1DX91UQmVbQYyN
riddim,@RIDDIM,25DmTAbAiLuVy52nxybbsJ
vintage schlager,Vintage,5FnZCokrbzzSV4vnebDrCK
african gospel,African Gospel Hits,37i9dQZF1DX9lAYMw7KoAO
hong kong indie,Hong Kong Indie 獨立音樂,0LrhmguIb58V4UyKRGYAg0
taiwan idol pop,Hallyu Boy Bands,37i9dQZF1DX1gjl24GAQC0
west coast trap,NEW RAP 2023 • HIP HOP • URBAN • BARS • BANGERS • BOOMBAP • TRAP • TRILL • DRILL,7AxXjttAkn1C2mSjg8lAqe
burmese pop,Hot Hits Vietnam,37i9dQZF1DX0F4i7Q9pshJ
argentine ambient,The Sound of Argentine Ambient,5dis2SNFMhfm5iD1UO24LU
folklore boliviano,Folklore Boliviano 🇧🇴,78pGGvFWSBc3rSXPw2Mw3f
south african jazz,AMAPIANO grooves,37i9dQZF1DX5mILnBJLA26
dark hardcore,ACİD & DARK HARDCORE TECHNO 2023,6rMG9R3pXoMq9No7l0mqLL
calypso,Calypso Classics,4z6b0FAvpEtHpRCcdMdHiQ
cowpunk,The Sound of Cowpunk,6VbtVCyMUz0eoiWGl2r6g7
new england emo,I live in New England,2Ozq0lS1sndm2RqGM6fBop
southern soul blues,2023 Party Blues & Southern Soul,5XbWdZenBQKOEpoSLRWswX
japanese jazztronica,Jazztronica,37i9dQZF1DX55dNU0PWnO5
folclor colombiano,Folclor Colombiano,7Jhep4I179m6XJAfMuEOAj
cumbia salvadorena,CUMBIA SALVADOREÑA,3RuGFZE7yYI5NHcYZcsqn9
substep,Ambient | Substep | Future Garage (Updated Frequently),1crb2Vm3yutTDSqdXbbitK
latvian pop,This Is Latvian Voices,37i9dQZF1DZ06evO2YGt47
kompa,Kompas Dirèk,37i9dQZF1DXbl4lbUfCVSx
shojo,shojo anime protagonist,0XIVLSuxAXyqaHVfZ66Spx
necrotrap,NECROTRAP,4domQTlwC6kjho6MHalLDU
freak folk,FREAK FOLK,1AnxhgkuByeaXwAJEpmOQi
progressive uplifting trance,Uplifting Trance 22/23,6dX4hbiufYsPr2Opi2gma9
nuevo folklore argentino,Folklore Joven 2023,69Sxo5jZ1fj5k705mwOb6g
socal indie, SoCal Summer Vibes ‘22,7jXloTDlgs9F8Fs0VawSyk
rajasthani pop,Indian Fusion Flava,6YDJZGPJllnqWnExMVOn6L
modern hardcore,Modern Hardcore Punk,0e5t5DluBj4ZBBOYLSrNEA
azeri pop,2022-ci ilin ən yaxşı ifaçıları: Azərbaycan,37i9dQZF1DX7Eso9VpcSU5
nu skool breaks,Nu Skool Breaks,7FlINrEFjRbxyUMUnOPl7Q
new orleans funk,New Orleans Funk,37i9dQZF1DXd5zBnarWcy8
musica santomense,Magazine Santola Músicas,1WsAETt93BJhqXHwNHqEVn
classic nz pop,Pharmacy Playlist NZ,5trXOIZLFqgJqw4q3Q3zX0
techno rave,Techno Rave,48yJRrbHtz1DwDEQEZuohc
trap metal italiana,Earrape Italiano 🔪,6DPbSEgirZ7tzoOKq1MR2c
gainesville indie,The 2000s Indie Scene,37i9dQZF1DX9LbdoYID5v7
korean singer-songwriter,Korean Singer-Songwriter Vibes,3mij0u5EChemjpnSjT50ld
salsa cubana,Salsa Cubana,37i9dQZF1DWVSSKiqqNKSC
cha-cha-cha,® Cha Cha Chá Cubana,6e5FFgHHyH6jXFPOI7yOge
musica maranhense,Músicas Maranhenses,4jH0hhZhjuCx0IUtDeIIC2
pinoy idol pop,Alamat,7FiI9PbU8cse6iug0LpScu
singing bowl,Singing Bowls🔔Temple Bells,6BHh9oennyhB75weY3t0QI
israeli trap,☆•Israeli trap•☆,1wjQSdJWCKAjkZDCRWC0yH
tribal house,Fiesta Tribal,37i9dQZF1DWWS4QNfVp7YQ
uk desi rap,UK DESI RAP 🇮🇳🇵🇰🇧🇩‼💥,2a2pK9fw1D3QszSIzV4ZRQ
balkan brass,New Orleans Brass,37i9dQZF1DXbLsFIeybF20
hinos ccb,Hinos CCB Instrumental,7Dyx8ibXvg6HDVVONL98FF
grand rapids indie,Front Page Indie,37i9dQZF1DX2Nc3B70tvx0
spacewave,Spacewave Odyssey,0xF723WP7vrJlaoNMIL9nr
auteur-compositeur-interprete quebecois,The Sound of Auteur-Compositeur-Interprète Québécois,52imK8Ok1NBfMljKJK0sA9
boy pop,Ultimate Pop Gaming,37i9dQZF1DWYRNXjFoiid2
french folk pop,french music 50s-70s,1lbKP2jdU00qXT0B7CTjsf
pop worship,Pop Worship 2023,2oSckTV1fKskAPaLOd8EpV
malaysian hip hop,Jiran Baru,37i9dQZF1DX9uSn6kTI1Gd
bounce,Bounce,4V1obJCxbwYEq98uSHTvig
canzone genovese,Cantautori genovesi,3Kpa89fMDW8ASGTW2cSdFf
classic k-pop,Classic Afropop,37i9dQZF1DXcIme26eJxid
yodeling,Yodeling,4mwIpQST2EJgzhMXHiZuUX
brutal deathcore,Brutal Deathcore,0isVqrxxR9wt6EhzGEU5ZX
chanson quebecois,Québécois Contemporain,37i9dQZF1DX8X9gjW0N3D7
electric bass,Electric/Bass Guitar Covers,1jReX3qwqrihQyywFzz008
cumbia surena,Cumbia Sonidera,37i9dQZF1DWTmGGCbcoQhY
polish metal,This Is Gojira,37i9dQZF1DZ06evO0lb5gk
apostolic worship,Apostolic Worship,7haREpbtMroOi7Ucyczmcx
czech classical,Dramatic Classical,37i9dQZF1DX2aCk0vzzaZQ
children's choir,This Is One Voice Children's Choir,37i9dQZF1DZ06evO43jE1b
plugg francais,"New Gen RAP FR 2023 🎓🎤🔥 | Luther, NeS, Théodore, winnterzuko, La fève, Yvnnis, Houdi …",6nC5z7jQPTkmMISRW4W37B
rock viet,Rock Việt,37i9dQZF1DX3XYbBdFxzGm
rabindra sangeet,Rabindra Sangeet- The Heart of Bengal,1n3TvAA6zXmSfNm7t836XH
japanese jazz fusion,Japanese Jazz Fusion,3MzC0teQrDwCkyUJhd3YBd
garage pop,uk garage pop,6AychU5QMxIf7bOaYYcINC
kodomo no ongaku,This Is 自然の音と音楽,37i9dQZF1DZ06evO0ygyAw
kasi rap,Kasi Rap(underground),1pCJkEZqxNwb9RyNB5QDm2
goregrind,goregrind,63MZ2oHPGkx6eB5PNNFY15
canto popular uruguayo,Canto Popular Uruguayo,1QX9WtitEf08Q23sPtrXou
progressive sludge,STONER ROCK,6iWOZ9H8Tp9LKfWWbueSve
kurdish folk,KURDISH FOLKLORE,42WpkSPJvelEJHGZDWovQ6
funk melody,FUNK MELODY NACIONAL 90,5pIwAvfSFVV0WaCCvPoxw5
bolero cubano,boleros cubanos🇨🇺,0viUW4Lm2PcMutFX684FW3
scottish folk,Scottish Folk & Gaelic Singing,6vfJDywgbubwqV6UcpEEHV
korean dream pop,dreamy songs like ditto,0UilF8DzCIcuhRVGei5rcA
nordic folk metal,Northern Spirits,37i9dQZF1DWXhcuQw7KIeM
trot,Trote nortino,71pa3QjrGt2FxLJ8B9clae
chinderlieder,Chinderlieder,4jXik2ZhJQDlIMOrKgoYGQ
belarusian pop,Хиты русской поп-музыки,37i9dQZF1DX2ShoIPZoN3Y
queercore,Queercore,37i9dQZF1DXa3ll4rE48Mv
brazilian punk rock,Brazilian Punk Rock,4cGDI73heL2gqw2C3gW3WV
men chika,JKT48 Chika [Nemenin Begadang],2dJYVs56oagz43afSvEbYL
rap ivoire,Rap ivoire immature ,6iwG6A2YLshejRP449TC64
jumpstyle,Jumpstyle playlist curseweb/oldweb  🪖🍓👁💕🌸🍮,1vMy5UdSgAyy3SYm4isZXQ
melanesian pop,Sad Indie,37i9dQZF1DWVV27DiNWxkR
antilliaanse rap,The Sound of Antilliaanse Rap,1f0lQFiKVA5j6DwdmCfGCr
greek indie,Greek Pop,37i9dQZF1DXcdjiQ3xtMUy
hong kong hip hop,Hong Kong hip-hop,3gr5CCb8hXgMwZDNUygN46
german post-hardcore,German Hardcore Punk,7mT3txLD4Xk6g0FwhdYsDx
reunion pop,This Is La Reunion Nortena,37i9dQZF1DZ06evO2Z6Kue
russian dance pop,Russian Music 2023 | Best Russian Songs - Top Popular Russian Music TikTok Famous Russian Car Music,2kj9H0iW6sMSd649JqIRkr
synth punk,Synthpop Classics ,37i9dQZF1DWU1f2CQHNexG
indie cordoba,Indie Córdoba centro,7qxK9DgyLk7z0vir9sGxkD
lo-fi latino,lofi latino,37i9dQZF1DWUafkC32lvPY
latin tech house,Latin Tech House,5jiscGjIPfVANRAvj1jRZr
glasgow indie,"Cosmic, Nu Disco, Chug, Deep House, Indie Dance.",0qFrIZG7SVD74cUC8vzDDk
latin ska,Ska Latino ,37i9dQZF1DXdNw9eeM3mpo
electronic djent,BASS METAL [DEATHSTEP],26qLFmB0aTTAPZQyYLJQDN
dutch dnb,Massive Drum & Bass,37i9dQZF1DX5wDmLW735Yd
musique urbaine kinshasa,This Is Godsmack,37i9dQZF1DZ06evO3HAen6
motivation,Motivation 💯,1zse71OmJEQj6rrz1wVWEG
proto-techno,Proto-Techno/Electronic,4nGi9dlcA4xY2QVlvhTqnM
canadian house,Canadian Trap House,1DIOVEpWwBnZWzMaRlHbSi
cumbia editada,Cumbias Editadas 2023 (Wepas),6CxBhLTnUO7A7igD0hVNeT
avant-garde metal,Avant Garde Metal,5O93oZwfqsC6MauxEcJnw8
jump blues,Jump Blues,37i9dQZF1DX7nt6DdNdydo
nerdcore,Metalcore Classics,37i9dQZF1DX6P51sFpSo2r
dreamgaze,This Is Dreamcloud Haze,37i9dQZF1DZ06evO30G3f3
telugu folk,Telugu Folk Songs | Purely Folks,13UjizY2XaZECWiInwrrXC
alternative ccm,Hype Christian Beats | 2023,4MpGMcQL3Vh12b91YZBOlj
soukous,SOUKOUSS AFRICA MIX,3qk0jOoQf7DzSNcLAqcTAw
korean talent show,advanced cuisine,3QENFEJHjWVCscpHONb4tI
chinese minyao,最Hit華語榜,37i9dQZF1DWWqC43bGTcPc
italian folk metal,metal e folk italiano,2CPOEjJMRbiyqOEpNV6fbo
21st century classical,21st Century Classical Guitar,1o3zp9UbddWSERwbebkZtE
welsh indie,Traditional Welsh Folk,37i9dQZF1DX0HyTRWotvxv
finnish drill,Finnish drill💀🥶,3ymh8PuuElqUsWx5BKOWfG
ambient idm,Deep Ambient Electronica,5qmrJBZsGOgx7BW2HuJa7c
morna,Mornas - Cabo Verde,6bHuZog5a0N2nMRC3ycMAR
acid techno,ACID TECHNO 2023,2lW2JrIc551lMqlmuCfY0i
maskandi,Maskandi mix 2023👌🔥🔥🔥,3k02PVZIJyn6KheqfTQ3y6
swedish electronic,Electronic Dance Music 2023 🔥 Top 100 EDM Songs 🔥,5naKPTSE4Y1OI5YE97KvoO
dalarna indie,Sad Indie,37i9dQZF1DWVV27DiNWxkR
vancouver punk,Vancouver punk and hardcore ,3LYCqcN598kcw1yUclqsQy
okc indie,The 2000s Indie Scene,37i9dQZF1DX9LbdoYID5v7
afrobeat brasileiro,Afrobeat Brasil,37i9dQZF1DWZRikY0FPE3z
jersey club,Jersey Club Heat,37i9dQZF1DXajwQAxzrT4Q
chanson humoristique,Chansons drôles ou humoristiques françaises,5xrbTOfWJ4gj4AzNEVuGsT
brazilian thrash metal,Brazilian Thrash Metal,3Eds5xGPdWciPuCz0IWLzP
italian lounge,Italian Lounge ,4SohCLseiim3okgtrBHFk3
new delhi indie,New Delhi Indie,26vQKl6SuJn8vEGYbmopaW
hauntology,Hauntology,37i9dQZF1DX9TOdl0GpvQm
cedm,CEDM: the very best of Christian EDM,53boiGxxv37i2xtmAWVrfQ
elephant 6,The Elephant 6 Collective,3EfGZFud8CReLSn5wbzfvf
instrumental acoustic guitar,Instrumental Acoustic Guitar,72Xr8Qwghs56jack7wL4Zc
finnish hard rock,Rock ei ole kuollut,37i9dQZF1DX4PrgdwFWdsp
rebetiko,Rebetiko Ayvalık,4sNduziivtmW9iJ0Vv1tbd
musica popular paraense,MUSICA POPULAR PARAENSE,7K5DGusloR71GEaW7wVWPV
psychedelic doom,Psychedelic Rock,37i9dQZF1DWSDoVybeQisg
irish electronic,Celtic/Irish Electronica,1CLlHBOv86ovcKv16mBPjd
indie curitibano,💜Me Lovely💜,390Jqqd15rx4TUq6IXySh0
